0	1.28716E-06
0.003333333	2.6853E-06
0.006666667	4.81123E-06
0.01	6.96241E-06
0.013333333	8.38014E-06
0.016666667	1.06186E-05
0.02	1.42739E-05
0.023333333	2.06192E-05
0.026666667	3.36038E-05
0.03	4.65884E-05
0.033333333	6.33036E-05
0.036666667	8.466E-05
0.04	0.000112036
0.043333333	0.00013297
0.046666667	0.000161291
0.05	0.000182118
0.053333333	0.000201091
0.056666667	0.000209515
0.06	0.000221514
0.063333333	0.000228853
0.066666667	0.000243906
0.07	0.000265402
0.073333333	0.000303092
0.076666667	0.000334222
0.08	0.000319902
0.083333333	0.000291448
0.086666667	0.00028143
0.09	0.000301434
0.093333333	0.000336651
0.096666667	0.000346147
0.1	0.000353429
0.103333333	0.00032424
0.106666667	0.00031429
0.11	0.000311115
0.113333333	0.000303922
0.116666667	0.000306416
0.12	0.000299414
0.123333333	0.000289602
0.126666667	0.000290361
0.13	0.000285989
0.133333333	0.000276536
0.136666667	0.000256517
0.14	0.000249293
0.143333333	0.000233799
0.146666667	0.000220718
0.15	0.000203821
0.153333333	0.000189063
0.156666667	0.000176248
0.16	0.000165348
0.163333333	0.000151751
0.166666667	0.000131655
0.17	0.000119799
0.173333333	9.89918E-05
0.176666667	8.25807E-05
0.18	6.53232E-05
0.183333333	4.98858E-05
0.186666667	3.51043E-05
0.19	2.1587E-05
0.193333333	1.38485E-05
0.196666667	8.82491E-06
0.2	5.04217E-06
0.203333333	2.67279E-06
0.206666667	1.351E-06
0.21	6.24805E-07
